HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.candidates,Input.content,Answer.QuestionSentencesBox,Answer.QuestionTextBox,Approve,Reject
3R5OYNIC2C9F6EAAWQFEN24TR97TPP,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:39 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:39 PST 2016,,,369J354OFDA6EN4TNXMZ63U5F5HG6A,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:21:16 PST 2016,Tue Mar 01 14:28:35 PST 2016,Wed Mar 02 14:28:35 PST 2016,Wed Mar 02 08:21:39 PST 2016,,,439,100% (174/174),100% (174/174),100% (174/174),Niagara_Falls-Geology,14,"Category: Travel<br/>Title: Niagara Falls<br/>Section: Geology<br/><br/>1. The features that became Niagara Falls were created by the Wisconsin glaciation about 10,000 years ago.<br/>2. The same forces also created the North American Great Lakes and the Niagara River.<br/>3. All were dug by a continental ice sheet that drove through the area, deepening some river channels to form lakes, and damming others with debris.<br/>4. Scientists argue that there is an old valley, buried by glacial drift, at the approximate location of the present Welland Canal.When the ice melted, the upper Great Lakes emptied into the Niagara river, which followed the rearranged topography across the Niagara Escarpment.<br/>5. In time, the river cut a gorge through the north facing cliff, or cuesta.<br/>6. Because of the interactions of three major rock formations, the rocky bed did not erode evenly.<br/>7. The top rock formation was composed of erosion-resistant limestone and Lockport dolostone.<br/>8. That hard layer of stone eroded more slowly than the underlying materials.<br/>9. The aerial photo on the right clearly shows the hard caprock, the Lockport Formation (Middle Silurian), which underlies the rapids above the falls, and approximately the upper third of the high gorge wall.Immediately below the hard-rock formation, comprising about two thirds of the cliff, lay the weaker, softer, sloping Rochester Formation (Lower Silurian).<br/>10. This formation was composed mainly of shale, though it has some thin limestone layers.<br/>11. It also contains ancient fossils.<br/>12. In time, the river eroded the soft layer that supported the hard layers, undercutting the hard caprock, which gave way in great chunks.<br/>13. This process repeated countless times, eventually carving out the falls.Submerged in the river in the lower valley, hidden from view, is the Queenston Formation (Upper Ordovician), which is composed of shales and fine sandstones.<br/>14. <strike>All three formations were laid down in an ancient sea, their differences of character deriving from changing conditions within that sea.About 10,900 years ago, the Niagara Falls was located between present-day Queenston, Ontario, and Lewiston, New York, but erosion of their crest has caused the waterfalls to retreat approximately southward.</strike><br/>15. The Horseshoe Falls, which are approximately wide, have also changed their shape through the process of erosion; evolving from a small arch, to a horseshoe bend, to the present day gigantic inverted V. Just upstream from the falls' current location, Goat Island splits the course of the Niagara River, resulting in the separation of the Canadian Horseshoe Falls to the west from the American and Bridal Veil Falls to the east.<br/>16. Engineering has slowed erosion and recession.<br/>",1,When was the Wisconsin glaciation?,,
3VQTAXTYN3LS2XOPDQNNXEL6TJ0UBX,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:39 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:39 PST 2016,,,3BV8HQ2ZZW154WRQ1XUPAHJ2HAKA68,A2LKGMMTO4DC4Z,Approved,Tue Mar 01 16:28:37 PST 2016,Tue Mar 01 16:29:31 PST 2016,Wed Mar 02 16:29:31 PST 2016,Wed Mar 02 08:21:39 PST 2016,,,54,100% (33/33),100% (33/33),100% (33/33),Leaning_Tower_of_Pisa-Builders,5,"Category: Travel<br/>Title: Leaning Tower of Pisa<br/>Section: Builders<br/><br/>1. •&nbsp;&nbsp;&nbsp;&nbsp; One possible builder is Gerardo di Gerardo.<br/>2. His name appears as a witness to the above legacy of Berta di Bernardo as ""Master Gerardo"", and as a worker whose name was Gerardo.<br/>3. •&nbsp;&nbsp;&nbsp;&nbsp; A more probable builder is Diotisalvi, because of the construction period and the structure's affinities with other buildings in Pisa.<br/>4. But he usually signed his works, and there is no signature by him in the bell tower.<br/>5. •&nbsp;&nbsp;&nbsp;&nbsp;<strike> Giovanni di Simone was heavily involved in the completion of the tower, under the direction of Giovanni Pisano, who at the time was master builder of the Opera di Santa Maria Maggiore.</strike><br/>6. He could be the same Giovanni Pisano who completed the belfry tower.<br/>",6,Who completed the belfry tower?,,
33KGGVH24UHJ630SGY5LB9711PQX19,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:39 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:39 PST 2016,,,3PS7W85Z8Z2X1BSX54OIPW0WV0YT98,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:25:28 PST 2016,Tue Mar 01 14:35:06 PST 2016,Wed Mar 02 14:35:06 PST 2016,Wed Mar 02 08:21:39 PST 2016,,,578,100% (174/174),100% (174/174),100% (174/174),Eiffel_Tower-Restaurants,1,"Category: Travel<br/>Title: Eiffel Tower<br/>Section: Restaurants<br/><br/>1. <strike>The tower has two restaurants: ""Le 58 tour Eiffel"", on the first floors and the ""Le Jules Verne"", a gourmet restaurant on the second floor, with a private lift.</strike><br/>2. This restaurant has one star in the Michelin Red Guide.<br/>3. It is run by the multi-Michelin star chef Alain Ducasse.<br/>",3,Who runs the restraunt?,,
3W1K7D6QSBH9OWIZJDMVE60LV1EZBQ,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:39 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:39 PST 2016,,,3C8HJ7UOP7U8U7KQ05H5G67XGVRMZG,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:31:08 PST 2016,Tue Mar 01 14:41:53 PST 2016,Wed Mar 02 14:41:53 PST 2016,Wed Mar 02 08:21:39 PST 2016,,,645,100% (174/174),100% (174/174),100% (174/174),Machu_Picchu-Roads_and_transportation,1,"Category: Travel<br/>Title: Machu Picchu<br/>Section: Roads and transportation<br/><br/>1. <strike>As part of their road system, the Incas built a road to the Machu Picchu region.</strike><br/>2. Today, thousands of tourists walk the Inca Trail to visit Machu Picchu each year.<br/>3. They congregate at Cusco before starting on the two-, four- or five-day journey on foot from Kilometer 82 or Kilometer 104 (two-day trip) near the town of Ollantaytambo in the Urubamba valley, walking up through the Andes mountain range to the isolated city.The people of Machu Picchu were connected to long-distance trade, as shown by non-local artifacts found at the site.<br/>4. As an example, Bingham found unmodified obsidian nodules at the entrance gateway.<br/>5. In the 1970s, Burger and Asaro determined that these obsidian samples were from the ""Titicaca"" or Chivay obsidian source, and that the samples from Machu Picchu showed long-distance transport of this obsidian type in pre-Hispanic Peru.<br/>",2,Do people still walk the Inca Trail?,,
30OITAWPBQ349I38F72SNT1QBBV9H1,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:39 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:39 PST 2016,,,3IO1LGZLK9XRL8YB4ZABEQD7RM768N,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:44:09 PST 2016,Tue Mar 01 14:57:20 PST 2016,Wed Mar 02 14:57:20 PST 2016,Wed Mar 02 08:21:39 PST 2016,,,791,100% (174/174),100% (174/174),100% (174/174),Disneyland-Tickets,8,"Category: Travel<br/>Title: Disneyland<br/>Section: Tickets<br/><br/>1. From Disneyland's opening day until 1982, the price of the attractions was in addition to the price of park admission.<br/>2. Guests paid a small admission fee to get into the park, but admission to most of the rides and attractions required guests to purchase tickets, either individually or in a book, that consisted of several coupons, initially labeled ""A"" through ""C"".<br/>3. ""A"" coupons allowed admission to the smaller rides and attractions such as the vehicles on Main Street, whereas ""C"" coupons were used for the most common attractions like the Peter Pan ride, or the Tea Cups.<br/>4. As more thrilling rides were introduced, such as the Monorail or the Matterhorn bobsled, ""D"" and then eventually ""E"" coupons were introduced.<br/>5. Coupons could be combined to equal the equivalent of another ticket (e.g.<br/>6. two ""A"" tickets equal one ""B"" ticket).<br/>7. From the thrill ride experience at Disneyland, the colloquial expression ""an E ticket ride"" is used to describe any exceptionally thrilling experience.Disneyland later featured a ""Keys to the Kingdom"" booklet of tickets, which consisted of 10 unvalued coupons sold for a single flat rate.<br/>8. <strike>These coupons could be used for any attraction regardless of its regular value.In 1982, Disney dropped the idea for individual ride tickets to a single admission price with unlimited access to all attractions, ""except shooting galleries"".</strike><br/>9. While this idea was not original to Disney, its business advantages were obvious: in addition to guaranteeing that everyone paid a large sum even if they stayed for only a few hours and rode only a few rides, the park no longer had to print tickets or ticket books, staff ticket booths, or provide staff to collect tickets or monitor attractions for people sneaking on without tickets.<br/>10. Later, Disney introduced other entry options such as multi-day passes, Annual Passes (which allow unlimited entry to the Park for an annual fee), and Southern California residents' discounts.<br/>",1,What year did Disneyland open?,,
3W31J70BASWX96BJXCFG2BIQ9D2CKP,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:39 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:39 PST 2016,,,35GCEFQ6I5O78LCGUNCQK7YRG4H3ZO,A2ZOZP0FEQ420,Approved,Tue Mar 01 15:25:58 PST 2016,Tue Mar 01 15:26:44 PST 2016,Wed Mar 02 15:26:44 PST 2016,Wed Mar 02 08:21:40 PST 2016,,,46,100% (14/14),100% (14/14),100% (14/14),Great_Wall_of_China-Ming_era,13,"Category: Travel<br/>Title: Great Wall of China<br/>Section: Ming era<br/><br/>1. The Great Wall concept was revived again during the Ming Dynasty in the 14th century, and following the Ming army's defeat by the Oirats in the Battle of Tumu.<br/>2. The Ming had failed to gain a clear upper hand over the Manchurian and Mongolian tribes after successive battles, and the long-drawn conflict was taking a toll on the empire.<br/>3. The Ming adopted a new strategy to keep the nomadic tribes out by constructing walls along the northern border of China.<br/>4. Acknowledging the Mongol control established in the Ordos Desert, the wall followed the desert's southern edge instead of incorporating the bend of the Yellow River.Unlike the earlier fortifications, the Ming construction was stronger and more elaborate due to the use of bricks and stone instead of rammed earth.<br/>5. Up to 25,000 watchtowers are estimated to have been constructed on the wall.<br/>6. As Mongol raids continued periodically over the years, the Ming devoted considerable resources to repair and reinforce the walls.<br/>7. Sections near the Ming capital of Beijing were especially strong.<br/>8. Qi Jiguang between 1567 and 1570 also repaired and reinforced the wall, faced sections of the ram-earth wall with bricks and constructed 1,200 watchtowers from Shanhaiguan Pass to Changping to warn of approaching Mongol raiders.<br/>9. During the 1440s–1460s, the Ming also built a so-called ""Liaodong Wall"".<br/>10. Similar in function to the Great Wall (whose extension, in a sense, it was), but more basic in construction, the Liaodong Wall enclosed the agricultural heartland of the Liaodong province, protecting it against potential incursions by Jurched-Mongol Oriyanghan from the northwest and the Jianzhou Jurchens from the north.<br/>11. While stones and tiles were used in some parts of the Liaodong Wall, most of it was in fact simply an earth dike with moats on both sides.Towards the end of the Ming Dynasty, the Great Wall helped defend the empire against the Manchu invasions that began around 1600.<br/>12. Even after the loss of all of Liaodong, the Ming army held the heavily fortified Shanhaiguan pass, preventing the Manchus from conquering the Chinese heartland.<br/>13. <strike>The Manchus were finally able to cross the Great Wall in 1644, after Beijing had already fallen to Li Zicheng's rebels.</strike><br/>14. Before this time, the Manchus had crossed the Great Wall multiple times to raid, but this time it was for conquest.<br/>15. The gates at Shanhaiguan were opened by the commanding Ming general Wu Sangui on May 25 who formed an alliance with the Manchus, hoping to use the Manchus to expel the rebels from Beijing.<br/>16. The Manchus quickly seized Beijing, and defeated both the rebel-founded Shun Dynasty and the remaining Ming resistance, establishing the Qing Dynasty rule over all of China.Under Qing rule, China's borders extended beyond the walls and Mongolia was annexed into the empire, so constructions on the Great Wall were discontinued.<br/>17. On the other hand, the so-called Willow Palisade, following a line similar to that of the Ming Liaodong Wall, was constructed by the Qing rulers in Manchuria.<br/>18. Its purpose, however, was not defense but rather migration control.<br/>",1,When was the great wall concept revived,,
3P4ZBJFX2V3V7IPADSOKYSXOTX2WFF,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:39 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:39 PST 2016,,,3V0Z7YWSIY01EJBNPQ9IGRG3MFJ2VK,A2HTN7HCNBQ8V4,Approved,Tue Mar 01 16:30:22 PST 2016,Tue Mar 01 16:32:14 PST 2016,Wed Mar 02 16:32:14 PST 2016,Wed Mar 02 08:21:40 PST 2016,,,112,100% (45/45),100% (45/45),100% (45/45),Victoria_Falls-Pre-colonial_history,6,"Category: Travel<br/>Title: Victoria Falls<br/>Section: Pre-colonial history<br/><br/>1. Archaeological sites around the falls have yielded ""Homo habilis"" stone artifacts from 3 million years ago, 50,000-year-old Middle Stone Age tools and Late Stone Age (10,000 and 2,000 years ago) weapons, adornments and digging tools.<br/>2. Iron-using Khoisan hunter-gatherers displaced these Stone Age people and in turn were displaced by Bantu tribes such as the southern Tonga people known as the Batoka/Tokalea, who called the falls ""Shungu na mutitima"".<br/>3. The Matabele, later arrivals, named them ""aManz' aThunqayo"", and the Batswana and Makololo (whose language is used by the Lozi people) call them ""Mosi-o-Tunya"".<br/>4. All these names mean essentially ""the smoke that thunders"".A map from c.1750 drawn by Jacques Nicolas Bellin for Abbé Antoine François Prevost d'Exiles marks the falls as ""cataractes"" and notes a settlement to the north of the Zambezi as being friendly with the Portuguese at the time.<br/>5. Earlier still Nicolas de Fer's 1715 map of southern Africa has the fall clearly marked in the correct position.<br/>6. <strike>It also has dotted lines denoting trade routes that David Livingstone followed 140 years later.The first European to see the falls was David Livingstone on 17 November 1855, during his 1852–56 journey from the upper Zambezi to the mouth of the river.</strike><br/>7. The falls were well known to local tribes, and Voortrekker hunters may have known of them, as may the Arabs under a name equivalent to ""the end of the world"".<br/>8. Europeans were sceptical of their reports, perhaps thinking that the lack of mountains and valleys on the plateau made a large falls unlikely.Livingstone had been told about the falls before he reached them from upriver and was paddled across to a small island that now bears the name Livingstone Island in Zambia.<br/>9. Livingstone had previously been impressed by the Ngonye Falls further upstream, but found the new falls much more impressive, and gave them their English name in honour of Queen Victoria.<br/>10. He wrote of the falls, ""No one can imagine the beauty of the view from anything witnessed in England.<br/>11. It had never been seen before by European eyes; but scenes so lovely must have been gazed upon by angels in their flight.<br/>12. ""In 1860, Livingstone returned to the area and made a detailed study of the falls with John Kirk.<br/>13. Other early European visitors included Portuguese explorer Serpa Pinto, Czech explorer Emil Holub, who made the first detailed plan of the falls and its surroundings in 1875 (published in 1880), and British artist Thomas Baines, who executed some of the earliest paintings of the falls.<br/>14. Until the area was opened up by the building of the railway in 1905, though, the falls were seldom visited by other Europeans.<br/>",13,Who is the British artist who created some of the earliest painting of Victoria Falls?,,
32FESTC2NHQBC2GVRQJI8YROB40UC4,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:39 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:39 PST 2016,,,3IHR8NYAM71YCDTE7SJ73EOJK5CP4G,A2HTN7HCNBQ8V4,Approved,Tue Mar 01 15:58:23 PST 2016,Tue Mar 01 15:59:45 PST 2016,Wed Mar 02 15:59:45 PST 2016,Wed Mar 02 08:21:40 PST 2016,,,82,100% (45/45),100% (45/45),100% (45/45),Yellowstone_National_Park-Legal_jurisdiction,4,"Category: Travel<br/>Title: Yellowstone National Park<br/>Section: Legal jurisdiction<br/><br/>1. The entire park is within the jurisdiction of the United States District Court for the District of Wyoming, making it the only federal court district that includes portions of more than one state (Idaho, Montana, and Wyoming).<br/>2. Law professor Brian C. Kalt has argued that it may be impossible to impanel a jury in compliance with the Vicinage Clause of the Sixth Amendment for a crime committed solely in the unpopulated Idaho portion of the park (and that it would be difficult to do so for a crime committed solely in the lightly populated Montana portion).<br/>3. One defendant accused of a wildlife-related crime in the Montana portion of the park attempted to raise this argument.<br/>4. <strike>He eventually pleaded guilty.</strike><br/>",2,Who argued that it may be impossible to impanel a jury in compliance with the Vicinage Clause of the Sixth Amendment for a crime committed solely in the unpopulated Idaho portion of Yellowstone National Park?,,
3XAOZ9UYRZRZX6ZGUKATH1B84M31QG,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:39 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:39 PST 2016,,,35DR22AR5DKI3QC1T5O5NMIG84BX3D,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:24:43 PST 2016,Tue Mar 01 14:33:32 PST 2016,Wed Mar 02 14:33:32 PST 2016,Wed Mar 02 08:21:40 PST 2016,,,529,100% (174/174),100% (174/174),100% (174/174),Yosemite_National_Park-Ahwahneechee_and_the_Mariposa_Wars,13,"Category: Travel<br/>Title: Yosemite National Park<br/>Section: Ahwahneechee and the Mariposa Wars<br/><br/>1. History.Ahwahneechee and the Mariposa Wars.As revealed by archeological finds, the Yosemite Valley has been inhabited for nearly 3000 years.<br/>2. The Paiute and Sierra Miwok peoples lived in the area long before the first explorations by American settlers into the region.<br/>3. A band of Paiute called the ""Ahwahneechee"" were living in the Yosemite Valley when the first known group of European Americans entered it.The California Gold Rush in the mid-19th century dramatically increased travel by European-Americans in the area, causing competition for resources between the regional Paiute and Miwok and the miners and hangers on.<br/>4. In 1851 as part of the Mariposa Wars intended to suppress Native American resistance, United States Army Major Jim Savage led the Mariposa Battalion into the west end of Yosemite Valley.<br/>5. He was pursuing forces of around 200 Ahwahneechee led by Chief Tenaya.Accounts from this battalion were the first well-documented reports of ethnic Europeans entering Yosemite Valley.<br/>6. Attached to Savage's unit was Dr. Lafayette Bunnell, the company physician, who later wrote about his awestruck impressions of the valley in ""The Discovery of the Yosemite"".<br/>7. Bunnell is credited with naming Yosemite Valley, based on his interviews with Chief Tenaya.<br/>8. Bunnell wrote that Chief Tenaya was the founder of the Pai-Ute Colony of Ah-wah-nee.<br/>9. The Miwok, a neighboring tribe, and most white settlers considered the Ahwahneechee to be especially violent because of their frequent territorial disputes.<br/>10. The Miwok term for the Pai-Ute band was ""yohhe'meti,"" meaning ""they are killers"".<br/>11. Correspondence and articles written by members of the battalion helped to popularize the natural wonders of the Yosemite Valley and the surrounding area.Chief Tenaya and his Ahwahneechee were eventually captured and their village burned; they were removed to a reservation near Fresno, California.<br/>12. The chief and some others were later allowed to return to Yosemite Valley.<br/>13. <strike>In the spring of 1852 they attacked a group of eight gold miners, and then moved east to flee law enforcement.</strike><br/>14. Near Mono Lake, they took refuge with the nearby Mono tribe of Paiute.<br/>15. They stole horses from their hosts and moved away, but the Mono Paiutes tracked down and killed many of the Ahwahneechee, including Chief Tenaya.<br/>16. The Mono Paiute took the survivors as captives back to Mono Lake and absorbed them into the Mono Lake Paiute tribe.<br/>17. A reconstructed ""Indian Village of Ahwahnee"" has been erected behind the Yosemite Museum, located next to the Yosemite Valley Visitor Center.<br/>",4,When did Jim Savage lead the Mariposa Battalion in to the west?,,
38DCH97KHH26SNFKK9GZL17UY32QJ8,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:39 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:39 PST 2016,,,3ZDAD0O1T1DN27AV8KUW5ZME23VTXX,A2HTN7HCNBQ8V4,Approved,Tue Mar 01 15:19:01 PST 2016,Tue Mar 01 15:25:39 PST 2016,Wed Mar 02 15:25:39 PST 2016,Wed Mar 02 08:21:40 PST 2016,,,398,100% (45/45),100% (45/45),100% (45/45),Grand_Canyon-Grand_Canyon_tourism,1,"Category: Travel<br/>Title: Grand Canyon<br/>Section: Grand Canyon tourism<br/><br/>1. <strike> tourism.Grand Canyon National Park is one of the world’s premier natural attractions, attracting about five million visitors per year.</strike><br/>2. Overall, 83% were from the United States: California (12.2%), Arizona (8.9%), Texas (4.8%), Florida (3.4%) and New York (3.2%) represented the top domestic visitors.<br/>3. Seventeen percent of visitors were from outside the United States; the most prominently represented nations were the United Kingdom (3.8%), Canada (3.5%), Japan (2.1%), Germany (1.9%) and The Netherlands (1.2%).The South Rim is open all year round weather permitting.<br/>4. The North Rim is generally open mid-May to mid-October.<br/>","1, 2",Which state visits Grand Canyon National park most often?,,
3H5TOKO3D9JNFNDF2TFX9U1KG5146Z,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:39 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:39 PST 2016,,,3BEFOD78W6TSRAW1FCRFMAUOF0NM43,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:21:46 PST 2016,Tue Mar 01 14:30:00 PST 2016,Wed Mar 02 14:30:00 PST 2016,Wed Mar 02 08:21:40 PST 2016,,,494,100% (174/174),100% (174/174),100% (174/174),Mount_Rushmore-Controversy,1,"Category: Travel<br/>Title: Mount Rushmore<br/>Section: Controversy<br/><br/>1. <strike>Mount Rushmore is controversial among Native Americans because the United States seized the area from the Lakota tribe after the Great Sioux War of 1876.</strike><br/>2. The Treaty of Fort Laramie from 1868 had previously granted the Black Hills to the Lakota in perpetuity.<br/>3. Members of the American Indian Movement led an occupation of the monument in 1971, naming it ""Mount Crazy Horse"".<br/>4. Among the participants were young activists, grandparents, children and Lakota holy man John Fire Lame Deer, who planted a prayer staff atop the mountain.<br/>5. Lame Deer said the staff formed a symbolic shroud over the presidents' faces ""which shall remain dirty until the treaties concerning the Black Hills are fulfilled.<br/>6. ""In 2004, the first Native American superintendent of the park was appointed.<br/>7. Gerard Baker has stated that he will open up more ""avenues of interpretation"", and that the four presidents are ""only one avenue and only one focus.<br/>8. ""The Crazy Horse Memorial is being constructed elsewhere in the Black Hills to commemorate the famous Native American leader and as a response to Mount Rushmore.<br/>9. It is intended to be larger than Mount Rushmore and has the support of Lakota chiefs; the Crazy Horse Memorial Foundation has rejected offers of federal funds.<br/>10. However, this memorial is likewise the subject of controversy, even within the Native American community.<br/>",6,When was the first Native American superintendent of the park appointed?,,
3P458N04Q1HQVOIOZ25ZGSH6TV4X2Q,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:39 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:39 PST 2016,,,3URFVVM165IR7FPZ978R7GORTH2ZUT,A2ZOZP0FEQ420,Approved,Tue Mar 01 15:35:00 PST 2016,Tue Mar 01 15:35:35 PST 2016,Wed Mar 02 15:35:35 PST 2016,Wed Mar 02 08:21:40 PST 2016,,,35,100% (14/14),100% (14/14),100% (14/14),Space_Needle-Labor_dispute,1,"Category: Travel<br/>Title: Space Needle<br/>Section: Labor dispute<br/><br/>1. <strike>In 2012, the union workers of the Space Needle started working without a contract when the current contract expired.</strike><br/>2. The workers, working with the union, Unite Here Local 8, have entered into contract negotiations with the owners.<br/>3. The owners have made it clear that they don't want to extend a contract with the workers or the union because of terminology used in the contract.<br/>4. The Space Needle believes it offered employees enough security under past contracts without explicitly promising no subcontracting, which is what the workers want in the new contract.<br/>5. This would likely limit the company's ability to hire workers on a needed basis such as peak seasons or special events.<br/>6. But instead of striking this item from the contract, Unite Here has pushed for picketing outside of the Space Needle on a weekly basis until such contract terms are accepted.In 2013, federal mediation was set to begin between workers and the owners of the Space Needle.<br/>",2,who were the workers working with,,
3R0WOCG21M9LHUM9RMETS496W4CUD4,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:39 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:39 PST 2016,,,3U5NZHP4LR2SOPH9MZ3QX3XNPAYPH2,A2LKGMMTO4DC4Z,Approved,Tue Mar 01 16:01:40 PST 2016,Tue Mar 01 16:03:36 PST 2016,Wed Mar 02 16:03:36 PST 2016,Wed Mar 02 08:21:40 PST 2016,,,116,100% (33/33),100% (33/33),100% (33/33),Statue_of_Liberty-Closures_and_reopening_(2001–present),1,"Category: Travel<br/>Title: Statue of Liberty<br/>Section: Closures and reopening (2001–present)<br/><br/>1. <strike>Closures and reopening (2001–present).Following the September 11 attacks, the statue and Liberty Island were immediately closed to the public.</strike><br/>2. The island reopened at the end of 2001, while the pedestal and statue remained off-limits.<br/>3. The pedestal reopened in August 2004, but the National Park Service announced that visitors could not safely be given access to the statue due to the difficulty of evacuation in an emergency.<br/>4. The Park Service adhered to that position through the remainder of the Bush administration.<br/>5. New York Congressman Anthony Weiner made the statue's reopening a personal crusade.<br/>6. On May 17, 2009, President Barack Obama's Secretary of the Interior, Ken Salazar, announced that as a ""special gift"" to America, the statue would be reopened to the public as of July 4, but that only a limited number of people would be permitted to ascend to the crown each day.The statue, including the pedestal and base, closed on October 29, 2011 (the day after celebrations to mark the statue's 125th anniversary), for installation of new elevators and staircases, and to bring other facilities, such as restrooms, up to code.<br/>7. The statue was closed to the public until October 28, 2012.<br/>8. A day after the reopening, the statue closed again due to the effects of Hurricane Sandy.<br/>9. Although the storm did not harm the statue, it destroyed some of the infrastructure on both Liberty Island and Ellis Island, severely damaging the dock used by the ferries bearing visitors to the statue.<br/>10. On November 8, 2012, a Park Service spokesperson announced that both islands would remain closed for an indefinite period for repairs to be done.<br/>11. Due to lack of electricity on Liberty Island, a generator was installed to power temporary floodlights to illuminate the statue at night.<br/>12. The superintendent of Statue of Liberty National Monument, David Luchsinger, whose home on the island was severely damaged, stated that it would be ""optimistically ... months"" before the island was reopened to the public.<br/>13. The statue and Liberty Island reopened to the public on July 4, 2013, though Ellis Island remains closed.<br/>14. For part of October 2013, Liberty Island was closed to the public due to the United States federal government shutdown of 2013, along with other publicly funded museums, parks, monuments, construction projects and buildings.<br/>",12,Who was the superintendent of the Statue of Liberty National Monument?,,
