HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.content,Answer.QuestionSentencesBox,Answer.QuestionTextBox,Approve,Reject
3Q2T3FD0ON84MUF3PVHVOL60S9J3MU,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:32 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:32 PST 2016,,,36WLNQG78ZAE0LPXDTDJHGVLHYWEBC,A2RMJNF6IPI42F,Approved,Thu Mar 03 16:59:38 PST 2016,Thu Mar 03 17:00:00 PST 2016,Fri Mar 04 17:00:00 PST 2016,2016-03-05 01:03:09 UTC,,,22,100% (348/348),100% (348/348),100% (225/225),Invasion_of_Poland-Poland,"Category: Historical Events<br/>Title: Invasion of Poland<br/>Section: Poland<br/><br/>1. Between 1936 and 1939, Poland invested heavily in the Central Industrial Region.<br/>2. Preparations for a defensive war with Germany were ongoing for many years, but most plans assumed fighting would not begin before 1942.<br/>3. To raise funds for industrial development, Poland sold much of the modern equipment it produced.<br/>4. In 1936, a National Defence Fund was set up to collect funds necessary for strengthening the Polish Armed forces.<br/>5. The Polish Army had approximately a million soldiers, but less than half were mobilized by 1 September.<br/>6. Latecomers sustained significant casualties when public transport became targets of the ""Luftwaffe"".<br/>7. The Polish military had fewer armored forces than the Germans, and these units, dispersed within the infantry, were unable to effectively engage the enemy.Experiences in the Polish-Soviet War shaped Polish Army organizational and operational doctrine.<br/>8. Unlike the trench warfare of World War I, the Polish-Soviet War was a conflict in which the cavalry's mobility played a decisive role.<br/>9. Poland acknowledged the benefits of mobility but was unable to invest heavily in many of the expensive, unproven inventions since then.<br/>10. In spite of this, Polish cavalry brigades were used as a mobile mounted infantry and had some successes against both German infantry and cavalry.The Polish Air Force (""Lotnictwo Wojskowe"") was at a severe disadvantage against the German ""Luftwaffe"", although it was not destroyed on the ground early on as is commonly believed.<br/>11. The Polish Air Force lacked modern fighters, but its pilots were among the world's best trained, as proven a year later in the Battle of Britain, in which the Poles played a major part.Overall, the Germans enjoyed numerical and qualitative aircraft superiority.<br/>12. Poland had only about 600 aircraft, of which only 37 P-37 ""Łoś"" bombers were modern and comparable to its German counterparts.<br/>13. The Polish Air Force had roughly 185 PZL P.11 and some 95 PZL P.7 fighters, 175 PZL.23 ""Karaś"" Bs, 35 ""Karaś"" As, and by September, over 100 PZL.37s were produced.<br/>14. However, for the September Campaign, only some 70% of those aircraft were mobilized.<br/>15. Only 36 PZL.37s were deployed.<br/>16. All those aircraft were of indigenous Polish design, with the bombers being more modern than fighters, according to the Ludomił Rayski air force expansion plan, which relied on a strong bomber force.<br/>17. The Polish fighters were a generation older than their German counterparts; the PZL P.11 fighter—produced in the early 1930s—had a top speed of only , far less than German bombers.<br/>18. To compensate, the pilots relied on its maneuverability and high diving speed.The tank force consisted of two armored brigades, four independent tank battalions and some 30 companies of TKS tankettes attached to infantry divisions and cavalry brigades.The Polish Navy was a small fleet of destroyers, submarines and smaller support vessels.<br/>19. Most Polish surface units followed Operation Peking, leaving Polish ports on 20 August and escaping by way of the North Sea to join with the British Royal Navy.<br/>20. Submarine forces participated in Operation Worek, with the goal of engaging and damaging German shipping in the Baltic Sea, but they had much less success.<br/>21. In addition, many merchant marine ships joined the British merchant fleet and took part in wartime convoys.<br/>",1,What happened between 1936 and 1939?,,
36D1BWBEHN1F1CJKLV3Q5B18MVJM22,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:32 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:32 PST 2016,,,3QUO65DNQUOF8BBS7YXARIHNALAOU8,A2RMJNF6IPI42F,Approved,Thu Mar 03 17:07:25 PST 2016,Thu Mar 03 17:07:50 PST 2016,Fri Mar 04 17:07:50 PST 2016,2016-03-05 01:08:09 UTC,,,25,100% (348/348),100% (348/348),100% (225/225),Fruitvale_Station-Promotion,"Category: Movies<br/>Title: Fruitvale Station<br/>Section: Promotion<br/><br/>1. The Weinstein Company commissioned three murals to be painted in Los Angeles, New York, and San Francisco by well-known street artists Ron English, Lydia Emily and LNY, in anticipation of the film.Some people questioned having a poster for the film in Fruitvale Station, but a BART spokeswoman said about this decision: ""there was no debate whether to allow ""Fruitvale Station"" on BART.<br/>2. None whatsoever.<br/>3. We really support Ryan.<br/>4. He's just an amazing person...<br/>5. I think that Ryan had said it was his intention to show his love for Oakland and the people of Oakland, and he really succeeded.<br/>6. ""Promotional material used on the film's Facebook page and website referred to the controversial shooting of Trayvon Martin in Florida, which was in the news at the same time as the film's release.<br/>7. This drew some criticism, with publicist Angie Meyer stating, ""It's absolutely inappropriate and morally wrong to use a high profile case to create publicity and buzz around a movie release.<br/>8. ""As part of its film promotion, the Weinstein Co. set up the ""I am __"" campaign to encourage people to share stories of overcoming acts of social injustice or mistreatment, and to upload photos or other artworks related to those experiences.<br/>",1,Were murals made for the film?,,
3IH9TRB0FBZMG8BXHC5K8ZKMDGL1IK,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:32 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:32 PST 2016,,,36TFCYNS44AXXYJ08QD7RGJQSHFXHN,A2RMJNF6IPI42F,Approved,Thu Mar 03 17:32:14 PST 2016,Thu Mar 03 17:32:42 PST 2016,Fri Mar 04 17:32:42 PST 2016,2016-03-05 01:33:09 UTC,,,28,100% (348/348),100% (348/348),100% (225/225),Seafood-Sustainability,"Category: Food<br/>Title: Seafood<br/>Section: Sustainability<br/><br/>1. Research into population trends of various species of seafood is pointing to a global collapse of seafood species by 2048.<br/>2. Such a collapse would occur due to pollution and overfishing, threatening oceanic ecosystems, according to some researchers.A major international scientific study released in November 2006 in the journal ""Science"" found that about one-third of all fishing stocks worldwide have collapsed (with a collapse being defined as a decline to less than 10% of their maximum observed abundance), and that if current trends continue all fish stocks worldwide will collapse within fifty years.<br/>3. In July 2009, Boris Worm of Dalhousie University, the author of the November 2006 study in ""Science,"" co-authored an update on the state of the world's fisheries with one of the original study's critics, Ray Hilborn of the University of Washington at Seattle.<br/>4. The new study found that through good fisheries management techniques even depleted fish stocks can be revived and made commercially viable again.The FAO State of World Fisheries and Aquaculture 2004 report estimates that in 2003, of the main fish stocks or groups of resources for which assessment information is available, ""approximately one-quarter were overexploited, depleted or recovering from depletion (16%, 7% and 1% respectively) and needed rebuilding.<br/>5. ""The National Fisheries Institute, a trade advocacy group representing the United States seafood industry, disagree.<br/>6. They claim that currently observed declines in fish population are due to natural fluctuations and that enhanced technologies will eventually alleviate whatever impact humanity is having on oceanic life.<br/>",1,What does research on seafood population trends indicate for the future?,,
3J5XXLQDHMBNCH9C3NIMBHPDJ2V3VB,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:48 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:48 PST 2016,,,3HWRJOOET52DH76ZOFZE755LLMGESB,A2RMJNF6IPI42F,Approved,Thu Mar 03 16:46:23 PST 2016,Thu Mar 03 16:46:48 PST 2016,Fri Mar 04 16:46:48 PST 2016,2016-03-05 00:48:11 UTC,,,25,100% (348/348),100% (348/348),100% (225/225),Lights_(musician)-2006–07:_Musical_beginnings,"Category: Music<br/>Title: Lights (musician)<br/>Section: 2006–07: Musical beginnings<br/><br/>1. Music career.2006–07: Musical beginnings.Lights was signed at the age of 15.In high school, Lights played guitar and sang in the metal band Shovel Face.<br/>2. Lights started her career being a writer for Sony/ATV Music Publishing.<br/>3. Lights was among the songwriters who composed music for the television series ""Instant Star"".<br/>4. She and Luke McMaster are credited with composing ""Perfect,"" sung in the role of Jude Harrison on the show by Alexz Johnson.In late 2006, she worked with Canadian photographer Marc Lostracco to film her very first music video, ""February Air,"" for a Sony promotion.<br/>5. However, Sony never confirmed with the deal, and it never happened.In 2007, she was discovered by Jian Ghomeshi.<br/>6. He is still her manager.<br/>",3,What tv series did Lights compose for?,,
3EQPA8A374WF6FGB75ZCCUJY3ANZJJ,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:49 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:49 PST 2016,,,378XPAWRUCDLXGMR3Y3E7K97R9FIAR,A2RMJNF6IPI42F,Approved,Thu Mar 03 16:43:11 PST 2016,Thu Mar 03 16:43:23 PST 2016,Fri Mar 04 16:43:23 PST 2016,2016-03-05 00:48:10 UTC,,,12,100% (348/348),100% (348/348),100% (225/225),Quantum-Abstract,"Category: Science<br/>Title: Quantum<br/>Section: Abstract<br/><br/>1. In physics, a quantum (plural: quanta) is the minimum amount of any physical entity involved in an interaction.<br/>2. Behind this, one finds the fundamental notion that a physical property may be ""quantized,"" referred to as ""the hypothesis of quantization"".<br/>3. This means that the magnitude can take on only certain discrete values.<br/>4. A photon is a single quantum of light, and is referred to as a ""light quantum"".<br/>5. The energy of an electron bound to an atom is quantized, which results in the stability of atoms, and hence of matter in general.As incorporated into the theory of quantum mechanics, this is regarded by physicists as part of the fundamental framework for understanding and describing nature at the smallest length-scales.<br/>",1,What is a quantum?,,
3IVEC1GSLPZIBJV3ZUQKK0ZMQVA1JW,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:32 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:32 PST 2016,,,31Q0U3WYDPFSE8SVOO6O5UQV9ZY17R,A2RMJNF6IPI42F,Approved,Thu Mar 03 16:37:54 PST 2016,Thu Mar 03 16:38:41 PST 2016,Fri Mar 04 16:38:41 PST 2016,2016-03-05 00:43:11 UTC,,,47,100% (348/348),100% (348/348),100% (225/225),The_Invisible_War-Military_personnel,"Category: Movies<br/>Title: The Invisible War<br/>Section: Military personnel<br/><br/>1. •&nbsp;&nbsp;&nbsp;&nbsp; Major General Mary Kay Hertog, Director, Sexual Assault Prevention and Response Office<br/>2. •&nbsp;&nbsp;&nbsp;&nbsp; Dr. Kaye Whitley, Former Director, Sexual Assault Prevention and Response Office<br/>3. •&nbsp;&nbsp;&nbsp;&nbsp; Rear Admiral Anthony Kurta, Director, Military Plans and Policy<br/>4. •&nbsp;&nbsp;&nbsp;&nbsp; General Claudia Kennedy, US Army (Retired)<br/>5. •&nbsp;&nbsp;&nbsp;&nbsp; Brigadier General Wilma L. Vaught, US Air Force (Retired)<br/>6. •&nbsp;&nbsp;&nbsp;&nbsp; Brigadier General Loree Sutton, M.D., US Army (Retired)<br/>7. •&nbsp;&nbsp;&nbsp;&nbsp; Major General Dennis Laich, US Army (Retired)<br/>","5,6",Who were the brigadier generals?,,
3XDJY5RK5SL8HY3GYBD0P0F0JVJ4U9,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:33 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:33 PST 2016,,,3YHH42UU5BFRM4WFWZ3YAUPMZRWL0G,A2RMJNF6IPI42F,Approved,Thu Mar 03 16:35:52 PST 2016,Thu Mar 03 16:36:25 PST 2016,Fri Mar 04 16:36:25 PST 2016,2016-03-05 00:38:12 UTC,,,33,100% (348/348),100% (348/348),100% (225/225),Peking_duck-History,"Category: Food<br/>Title: Peking duck<br/>Section: History<br/><br/>1. Duck has been roasted in China since the Southern and Northern Dynasties.<br/>2. A variation of roast duck was prepared for the Emperor of China in the Yuan Dynasty.<br/>3. The dish, originally named ""Shaoyazi"" (燒鴨子), was mentioned in the ""Complete Recipes for Dishes and Beverages"" (飲膳正要) manual in 1330 by Hu Sihui (忽思慧), an inspector of the imperial kitchen.<br/>4. The Peking Roast Duck that came to be associated with the term was fully developed during the later Ming Dynasty, and by then, Peking Duck was one of the main dishes on imperial court menus.<br/>5. The first restaurant specialising in Peking Duck, Bianyifang, was established in the Xianyukou, Qianmen area of Beijing in 1416.By the Qianlong Period (1736–1796) of the Qing Dynasty, the popularity of Peking Duck spread to the upper classes, inspiring poetry from poets and scholars who enjoyed the dish.<br/>6. For instance, one of the verses of ""Duan Zhu Zhi Ci"", a collection of Beijing poems was, ""Fill your plates with roast duck and suckling pig"".<br/>7. In 1864, the Quanjude (全聚德) restaurant was established in Beijing.<br/>8. Yang Quanren (楊全仁), the founder of Quanjude, developed the hung oven to roast ducks.<br/>9. With its innovations and efficient management, the restaurant became well known in China, introducing the Peking Duck to the rest of the world.By the mid-20th century, Peking Duck had become a national symbol of China, favored by tourists and diplomats alike.<br/>10. For example, Henry Kissinger, the Secretary of State of the United States, met Premier Zhou Enlai in the Great Hall of the People on July 10, during his first visit to China.<br/>11. After a round of inconclusive talks in the morning, the delegation was served Peking Duck for lunch, which became Kissinger's favourite.<br/>12. The Americans and Chinese issued a joint statement the following day, inviting President Richard Nixon to visit China in 1972.<br/>13. Peking Duck was hence considered one of the factors behind the rapprochement of the United States to China in the 1970s.<br/>14. Following Zhou's death in 1976, Kissinger paid another visit to Beijing to savor Peking Duck.<br/>15. Peking Duck, at the Quanjude in particular, has also been a favorite dish for various political leaders ranging from Cuban revolutionary Fidel Castro to former German chancellor Helmut Kohl.<br/>",1,When did duck roasting begin in China?,,
3ULIZ0H1VA5A4KGIASMQJQGH8UG51F,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:49 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:49 PST 2016,,,39L1G8WVWQRADPR8MC3YSDEF4XD31P,A2RMJNF6IPI42F,Approved,Thu Mar 03 16:40:55 PST 2016,Thu Mar 03 16:41:14 PST 2016,Fri Mar 04 16:41:14 PST 2016,2016-03-05 00:43:12 UTC,,,19,100% (348/348),100% (348/348),100% (225/225),Czech_Republic-Transportation_infrastructure,"Category: Country<br/>Title: Czech Republic<br/>Section: Transportation infrastructure<br/><br/>1. Václav Havel Airport in Prague is the main international airport in the country.<br/>2. In 2010, it handled 11.6 million passengers, which makes it the busiest airport in Central and Eastern Europe.<br/>3. In total, Czech Republic has 46 airports with paved runways, six of which provide international air services in Brno, Karlovy Vary, Mošnov (near Ostrava), Pardubice, Prague and Kunovice (near Uherské Hradiště).České dráhy (the Czech railways) is the main railway operator in the Czech Republic, with about 180 million passengers carried yearly.<br/>4. Its cargo division, ČD Cargo, is the fifth largest railway cargo operator in the European Union.<br/>5. With of tracks, the Czech Republic has one of the densest railway networks in Europe.<br/>6. Of that number, is electrified, are single-line tracks and are double and multiple-line tracks.<br/>7. In 2006 the new Italian tilting trains Pendolino ČD Class 680 entered service.<br/>8. They have reached a speed of 237 km/h setting a new Czech railway speed record.Russia, via pipelines through Ukraine and to a lesser extent, Norway, via pipelines through Germany, supply the Czech Republic with liquid and natural gas.The road network in the Czech Republic is long.<br/>9. and 738,4 km of motorways and 439,1 km of expressways.<br/>10. The speed limit is 50 km/h within towns, 90 km/h outside of towns and 130 km/h on expressways.<br/>",1,What is Prague's main airport?,,
39AYGO6AFFK91VNLKYUT837K7QV6N3,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:49 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:49 PST 2016,,,3D3VGR7TA0FY6UQPK6IDY4WS8V83RM,A2RMJNF6IPI42F,Approved,Thu Mar 03 16:51:34 PST 2016,Thu Mar 03 16:52:06 PST 2016,Fri Mar 04 16:52:06 PST 2016,2016-03-05 00:53:12 UTC,,,32,100% (348/348),100% (348/348),100% (225/225),Dairy_product-Avoidance_of_Dairy_Products,"Category: Food<br/>Title: Dairy product<br/>Section: Avoidance of Dairy Products<br/><br/>1. Some groups avoid dairy products for non-health related reasons:<br/>2. •&nbsp;&nbsp;&nbsp;&nbsp;Religious - Some religions restrict or do not allow for the consumption of dairy products.<br/>3. For example, some scholars of Jainism advocate not consuming any dairy products because dairy is perceived to involve violence against cows.<br/>4. Strict Judaism requires that meat and dairy products not be served at the same meal, served or cooked in the same utensils, or stored together, as prescribed in .<br/>5. •&nbsp;&nbsp;&nbsp;&nbsp;Ethical - Veganism is the avoidance of all animal products, including dairy products, most often due to the ethics regarding how dairy products are produced.<br/>6. The ethical reasons for avoiding dairy include how dairy is produced, how the animals are handled, and the environmental effect of dairy production.<br/>","5,6",What is a non-religious reason for avoiding dairy?,,
32ZCLEW0BZKLSBE5KW1ALWHKTBGJPI,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:49 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:49 PST 2016,,,35GCEFQ6I5O78LCGUNCQK7YRHCTZ3D,A2RMJNF6IPI42F,Approved,Thu Mar 03 17:17:23 PST 2016,Thu Mar 03 17:17:42 PST 2016,Fri Mar 04 17:17:42 PST 2016,2016-03-05 01:18:12 UTC,,,19,100% (348/348),100% (348/348),100% (225/225),Nanking_Massacre-Assault_and_capture_of_Nanking,"Category: Historical Events<br/>Title: Nanking Massacre<br/>Section: Assault and capture of Nanking<br/><br/>1. The Japanese awaited an answer to their demand for surrender but no response was received from the Chinese by the deadline on December 10.<br/>2. General Matsui Iwane waited another hour before issuing the command to take Nanking by force.<br/>3. The Japanese army mounted its assault on the Nanking walls from multiple directions; the SEF’s 16th Division attacked three gates on the eastern side, the 6th Division of the 10A launched its offensive on the western walls, and the SEF’s 9th Division advanced into the area in-between.On December 12, under heavy artillery fire and aerial bombardment, General Tang Sheng-chi ordered his men to retreat.<br/>4. What followed was nothing short of chaos.<br/>5. Some Chinese soldiers stripped civilians of their clothing in a desperate attempt to blend in, and many others were shot by the Chinese supervisory unit as they tried to flee.On 13 December, the 6th and the 116th Divisions of the Japanese Army were the first to enter the city, facing little military resistance.<br/>6. Simultaneously, the 9th Division entered nearby Guanghua Gate, and the 16th Division entered the Zhongshan and Taiping gates.<br/>7. That same afternoon, two small Japanese Navy fleets arrived on both sides of the Yangtze River.<br/>",1,When was the response deadline?,,
3T2HW4QDUV7DSASSTFORC24AYNPC92,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:49 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:49 PST 2016,,,373ERPL3YO835BOJZLO4GH0Q2UPRTV,A2RMJNF6IPI42F,Approved,Thu Mar 03 17:28:06 PST 2016,Thu Mar 03 17:28:22 PST 2016,Fri Mar 04 17:28:22 PST 2016,2016-03-05 01:33:09 UTC,,,16,100% (348/348),100% (348/348),100% (225/225),Forbidden_City-Symbolism,"Category: Travel<br/>Title: Forbidden City<br/>Section: Symbolism<br/><br/>1. The design of the Forbidden City, from its overall layout to the smallest detail, was meticulously planned to reflect philosophical and religious principles, and above all to symbolise the majesty of Imperial power.<br/>2. Some noted examples of symbolic designs include:<br/>3. •&nbsp;&nbsp;&nbsp;&nbsp; Yellow is the color of the Emperor.<br/>4. Thus almost all roofs in the Forbidden City bear yellow glazed tiles.<br/>5. There are only two exceptions.<br/>6. The library at the Pavilion of Literary Profundity () had black tiles because black was associated with water, and thus fire-prevention.<br/>7. Similarly, the Crown Prince's residences have green tiles because green was associated with wood, and thus growth.<br/>8. •&nbsp;&nbsp;&nbsp;&nbsp; The main halls of the Outer and Inner courts are all arranged in groups of three – the shape of the Qian triagram, representing Heaven.<br/>9. The residences of the Inner Court on the other hand are arranged in groups of six – the shape of the Kun triagram, representing the Earth.<br/>10. •&nbsp;&nbsp;&nbsp;&nbsp; The sloping ridges of building roofs are decorated with a line of statuettes led by a man riding a phoenix and followed by an imperial dragon.<br/>11. The number of statuettes represents the status of the building – a minor building might have 3 or 5.<br/>12. The Hall of Supreme Harmony has 10, the only building in the country to be permitted this in Imperial times.<br/>13. As a result, its 10th statuette, called a """"Hangshi"""", or ""ranked tenth"" (), is also unique in the Forbidden City.<br/>14. •&nbsp;&nbsp;&nbsp;&nbsp; The layout of buildings follows ancient customs laid down in the ""Classic of Rites"".<br/>15. Thus, ancestral temples are in front of the palace.<br/>16. Storage areas are placed in the front part of the palace complex, and residences in the back.<br/>",1,How was the Forbidden City designed?,,
3NC6WP7WJHKXI4B53HYK2GJOO4SWWL,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:50 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:50 PST 2016,,,37FMASSAYCRQGQRJ9C3A2VTD9R5BIK,A2RMJNF6IPI42F,Approved,Thu Mar 03 17:15:56 PST 2016,Thu Mar 03 17:16:14 PST 2016,Fri Mar 04 17:16:14 PST 2016,2016-03-05 01:18:12 UTC,,,18,100% (348/348),100% (348/348),100% (225/225),Pudding-Terminology,"Category: Food<br/>Title: Pudding<br/>Section: Terminology<br/><br/>1. In the United Kingdom and most Commonwealth countries, ""pudding"" can be used to describe both sweet and savory dishes.<br/>2. However, unless qualified, the term in everyday usage typically denotes a dessert; in the UK, ""pudding"" is used as synonym for a dessert course.<br/>3. Dessert puddings are rich, fairly homogeneous starch- or dairy-based desserts such as rice pudding, steamed cake mixtures such as Treacle sponge pudding with or without the addition of ingredients such as dried fruits such as Christmas pudding.<br/>4. Savory dishes include things such as Yorkshire pudding, black pudding, suet pudding and steak and kidney pudding.In the United States and Canada, ""pudding"" characteristically denotes a sweet milk-based dessert similar in consistency to egg-based custards, instant custards or a mousse, often commercially set using gelatin or similar collagen agent such as the Jello brand line of products.<br/>5. In Commonwealth countries these puddings are called custards (often shortened to curd) if they are egg-thickened, blancmange if starch-thickened, and jelly if gelatin based.<br/>6. Pudding may also refer to other dishes such as bread and rice pudding, although typically these names derive from the origin as British dishes.<br/>",1,What is pudding in UK countries?,,
38DCH97KHH26SNFKK9GZL17UY72JQ9,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:49 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:49 PST 2016,,,3TPZPLC3M0CDUHAA7EEOT9WD7DO3PY,A2RMJNF6IPI42F,Approved,Thu Mar 03 17:24:10 PST 2016,Thu Mar 03 17:24:27 PST 2016,Fri Mar 04 17:24:27 PST 2016,2016-03-05 01:28:10 UTC,,,17,100% (348/348),100% (348/348),100% (225/225),The_Kid_with_a_Bike-Reception,"Category: Movies<br/>Title: The Kid with a Bike<br/>Section: Reception<br/><br/>1. The film received near universal acclaim.<br/>2. It scored a 96% ""Certified Fresh"" approval rating on Rotten Tomatoes based on 109 reviews; the film review aggregate site described the critical consensus that the film ""is a heart-wrenching, thematically and spiritually rich drama.""<br/>3. Jonathan Romney wrote in ""Screen Daily"": ""After the slightly sub-par ""Lorna's Silence"" (2008), the brothers are back on peerless form with this story of innocence betrayed and befriended, which must count as one of the best films about childhood since ""Kes"" – or for that matter ""Bicycle Thieves"", to which it surely nods.""<br/>4. Romney further commented: ""Shooting as usual with cinematographer Alain Marcoen, and in their familiar stamping ground of Seraing, the brothers this time bring a somewhat different, airier look to their locations, more suburban than in the past.<br/>5. Marcoen's camerawork, also, is rather more free-wheeling than the tightly constrained (and often imitated) tightness of ""The Son"".""<br/>6. At the 2011 London Film Festival it was among ""Sight & Sound""s 30 recommendations; according to them, ""The Dardenne brothers may be the most consistently high-achieving filmmakers of our time – the kings, if you like, of poetic neorealism.<br/>7. Like all their films, ""Le Gamin au vélo"" (""The Kid with a Bike"") is near perfect.""<br/>8. Upon its March 2012 UK release, Peter Bradshaw gave it (four stars out of 5) and said it ""revive the memory of De Sica's 1948 classic ""Bicycle Thieves""""; it is a ""heartfelt, boldly direct film composed in the social-realist key signature of C major, revisiting the film-makers' classic themes of parenthood, trust and love.<br/>9. ""On the negative side, one critic called the film ""trite"" and its thinking ""lazy"", while another reviewer called it ""formulaic"" and ""superficial"".<br/>",1,Was the film received positively?,,
